10625,272693
10625,449176
10625,376660
10625,511785
339846,2756
339846,205775
339846,11836
339846,228165
339846,152747
399170,949
399170,298
399170,1701
399170,531593
399170,154400
278154,425
278154,17610
278154,18905
278154,49519
278154,387592
454283,1562
454283,105
454283,68718
454283,16314
454283,18885
22970,17609
22970,98568
22970,460885
22970,11298
22970,298584
518452,437557
518452,11631
518452,273153
518452,370663
518452,297762
64688,75780
64688,187017
64688,193893
64688,90
64688,1422
538604,286538
538604,437029
538604,508747
412988,927
412988,11899
412988,11176
412988,14900
412988,10895
93456,49519
93456,207703
93456,20352
93456,137106
93456,324852
353616,254470
353616,114150
353616,335797
353616,354912
353616,419478
136799,122
136799,109445
136799,32685
136799,35614
136799,60304
920,128
920,127380
920,62211
920,364689
920,49013
43074,620
43074,4011
43074,91586
43074,416234
43074,201085
325133,17899
325133,195589
325133,12620
325133,376659
325133,179144
337170,137094
337170,744
337170,141
337170,429351
337170,954
400579,277216
400579,433
400579,425
400579,111
400579,82702
370567,10705
370567,540620
370567,297708
370567,10688
370567,42605
238713,954
238713,955
238713,27576
238713,302699
238713,818
474335,2300
474335,773
474335,1696
474335,13260
474335,449749
335797,260514
335797,9836
335797,258509
335797,44244
335797,9598
399796,325133
399796,10760
399796,8277
399796,114150
399796,12620
203801,27576
203801,691
203801,954
203801,37724
203801,36669
8355,351286
8355,329
8355,135397
8355,28
8355,15997
225886,87567
225886,376659
225886,38
225886,11224
225886,3933
433310,41154
433310,105
433310,141
433310,673
433310,127585
2770,17899
2770,8363
2770,86838
2770,106646
2770,325133
37821,2501
37821,9691
37821,186
37821,2502
37821,657
137106,1924
137106,1452
137106,8536
137106,9738
137106,297762
810,10191
810,809
810,808
810,71805
810,10882
472918,55292
472918,36648
472918,38167
472918,36647
472918,334524
120467,539
120467,311
120467,132344
120467,97630
120467,843
214756,10193
214756,72105
214756,250546
214756,11187
214756,11249
62177,10144
62177,109445
62177,10693
62177,10882
62177,10895
77338,13
77338,862
77338,68718
77338,376660
77338,489
301337,604
301337,605
301337,335984
301337,500664
301337,9739
114150,254470
114150,55721
114150,440021
114150,460019
114150,525
11631,437557
11631,109445
11631,634
11631,392
11631,433
376659,325133
376659,22152
376659,225886
376659,179144
376659,195589
11688,10144
11688,809
11688,810
11688,10882
11688,10020
187017,10625
187017,272693
187017,449176
187017,64688
187017,511785
271718,10312
271718,325133
271718,376659
271718,195589
271718,510
210860,101299
210860,336843
210860,281957
210860,581
210860,411
376660,378064
376660,76726
376660,19458
376660,10625
376660,449176
118,252
118,34584
118,9880
118,12155
118,12445
41154,348
41154,126889
41154,602
41154,49849
41154,228161
364689,920
364689,1265
364689,2503
364689,6477
364689,25475
302699,954
302699,27576
302699,955
302699,956
302699,37724
10192,808
10192,809
10192,810
10192,10882
10192,38319
542436,12620
542436,6519
542436,11931
542436,26602
542436,9557
195589,325133
195589,376659
195589,179144
195589,8363
195589,17899
257445,767
257445,671
257445,674
257445,68728
257445,411
49013,920
49013,270946
49013,585
49013,12
49013,105
38055,9806
38055,809
38055,127380
38055,787
38055,1927
194,10999
194,49519
194,116711
194,1278
194,10204
50544,1903
50544,38
50544,862
50544,19913
50544,13523
82693,286565
82693,272693
82693,109689
82693,417678
82693,510
38365,13
38365,862
38365,585
38365,376660
38365,44564
334533,2062
334533,212778
334533,284276
334533,590
334533,146015
196867,11224
196867,15157
196867,9325
196867,150689
196867,10545
41513,299536
41513,49521
41513,141052
41513,209112
41513,284052
19913,50544
19913,38
19913,862
19913,398818
19913,489
100042,13
100042,920
100042,862
100042,64688
100042,77338
320846,492336
320846,578
320846,637
320846,126889
320846,384521
324849,141052
324849,1924
324849,1452
324849,8536
324849,297762
340022,1571
340022,562
340022,2502
340022,9331
340022,27576
6957,10995
6957,112160
6957,10246
6957,2770
6957,14
22794,1593
22794,2062
22794,411
22794,105
22794,158852
324852,93456
324852,36819
324852,10140
324852,270946
324852,207703
228161,348
228161,126889
228161,157336
228161,19995
228161,286217
7443,1701
7443,1368
7443,708
7443,107846
7443,1635
511785,449176
511785,400547
511785,184352
511785,376867
511785,4951
402897,14
402897,419430
402897,300671
402897,1359
402897,109414
257211,437557
257211,11631
257211,273153
257211,370663
257211,297762
37834,954
37834,1701
37834,9737
37834,37724
37834,646
223702,325133
223702,376659
223702,195589
223702,8363
223702,86838
72105,862
72105,24420
72105,50544
72105,19913
72105,1024
51540,398181
51540,557
51540,45269
51540,7485
51540,340837
787,1620
787,101
787,956
787,2501
787,156022
10096,772
10096,1572
10096,258480
10096,2288
10096,26973
19908,82654
19908,336843
19908,72190
19908,13885
19908,280
18360,1593
18360,863
18360,181533
18360,38055
18360,44826
1593,135397
1593,181533
1593,351286
1593,329
1593,105864
193893,86838
193893,4771
193893,473149
193893,75780
193893,90
140300,9502
140300,808
140300,10191
140300,604
140300,605
249635,49017
249635,228150
249635,395991
249635,122
249635,1701
9928,198184
9928,605
9928,2048
9928,87101
9928,157336
46195,172385
46195,9325
46195,278927
46195,15969
46195,14873
8363,17899
8363,449176
8363,376660
8363,11355
8363,193893
290250,2275
290250,4771
290250,75780
290250,807
290250,169917
747,19908
747,170
747,72190
747,814
747,485415
4256,40264
4256,5060
4256,4258
4256,957
4256,3034
74643,856
74643,188222
74643,7446
74643,509
74643,1730
1824,1903
1824,77
1824,346685
1824,38
1824,18785
171274,8966
171274,449176
171274,466282
171274,454983
171274,769
4258,957
4258,808
4258,64688
4258,563
4258,14
116149,278927
116149,10140
116149,34584
116149,281957
116149,12155
2899,9929
2899,12445
2899,564
2899,259316
2899,284052
50022,4771
50022,11423
50022,75780
50022,26390
50022,193893
22538,359784
22538,9958
22538,16129
22538,49332
22538,35161
88751,351286
88751,411
88751,425
88751,120
88751,671
818,817
818,955
818,608
818,1701
818,238713
456086,295964
456086,2062
456086,3638
456086,6283
456086,66945
122906,13
122906,141
122906,394117
122906,137106
122906,118
272693,449176
272693,286565
272693,308369
272693,9880
272693,1259
153518,338970
153518,810
153518,9053
153518,5689
153518,368940
503314,1891
503314,1894
503314,330459
503314,1892
503314,11
49519,425
49519,387592
49519,10999
49519,98
49519,93456
59436,8966
59436,333339
59436,12155
59436,350
59436,411
109414,402897
109414,14
109414,128
109414,185
109414,62211
8961,96
8961,306
8961,1701
8961,9737
8961,2502
41630,55721
41630,13
41630,862
41630,137106
41630,376660
200727,51828
200727,449176
200727,281957
200727,109689
200727,417678
339404,585
339404,1124
339404,272
339404,105
339404,621
11887,10947
11887,786
11887,2105
11887,449176
11887,13649
4327,9053
4327,24
4327,604
4327,605
4327,9502
256591,272
256591,264660
256591,36647
256591,796
256591,44113
39514,254904
39514,954
39514,955
39514,238713
39514,137094
109439,18785
109439,45243
109439,8859
109439,981
109439,87502
71552,1440
71552,843
71552,14
71552,112160
71552,787
256961,324668
256961,298
256961,9029
256961,11676
256961,646
172385,46195
172385,390062
172385,258489
172385,9360
172385,314095
268531,346364
268531,406997
268531,52449
268531,862
268531,269149
11283,674
11283,425
11283,120
11283,675
11283,7980
9982,228161
9982,348
9982,602
9982,601
9982,607
9880,449176
9880,286565
9880,272693
9880,50479
9880,674
308531,1724
308531,49521
308531,209112
308531,98566
308531,99861
50646,8390
50646,1656
50646,844
50646,111969
50646,11854
10527,9732
10527,363676
10527,11430
10527,9904
10527,8393
318846,106646
318846,424
318846,396371
318846,399404
318846,266856
7326,449176
7326,10947
7326,10625
7326,315635
7326,112160
188222,862
188222,68718
188222,74643
188222,109414
188222,270487
37735,14671
37735,10625
37735,449176
37735,8363
37735,272693
425194,392044
425194,281957
425194,395990
425194,449176
425194,75780
378236,416494
378236,328387
378236,339988
378236,212778
378236,489925
44896,298
44896,324668
44896,524
44896,9029
44896,8065
35019,11283
35019,8966
35019,12155
35019,400579
35019,297762
4247,238636
4247,398181
4247,106646
4247,22705
4247,339692
49524,75780
49524,9654
49524,238636
49524,210577
49524,44147
13053,9325
13053,927
13053,11886
13053,10948
13053,2698
10947,11887
10947,313369
10947,13649
10947,74018
10947,89185
138697,106646
138697,112160
138697,249397
138697,81774
138697,4995
77931,38757
77931,812
77931,3933
77931,9479
77931,10530
138832,4771
138832,339692
138832,429733
138832,273481
138832,398181
8871,11395
8871,13673
8871,9479
8871,10147
8871,9279
16996,10625
16996,272693
16996,449176
16996,511785
16996,9880
425980,402897
425980,14
425980,1359
425980,96936
425980,419430
270487,562
270487,275
270487,188222
270487,1571
270487,9772
4638,4771
4638,75780
4638,984
4638,1949
4638,1696
7446,258489
7446,14
7446,856
7446,74643
7446,509
400928,52449
400928,14069
400928,437670
400928,37797
400928,35052
228967,954
228967,955
228967,137094
228967,47964
228967,11679
86838,193893
86838,4836
86838,769
86838,74997
86838,473149
7453,299687
7453,101299
7453,336843
7453,126889
7453,44826
95610,400579
95610,437557
95610,11631
95610,297762
95610,634
10555,127380
10555,109445
10555,62177
10555,578
10555,297762
239563,44564
239563,290762
239563,13
239563,862
239563,225886
1574,396371
1574,1645
1574,390043
1574,314365
1574,311
437670,400547
437670,52449
437670,8841
437670,8363
437670,10625
1597,74
1597,956
1597,138103
1597,1979
1597,817
11430,150689
11430,810
11430,9732
11430,10527
11430,2270
11130,4974
11130,3933
11130,400617
11130,82695
11130,597
109451,2062
109451,320846
109451,22794
109451,3034
109451,9738
82654,72190
82654,336843
82654,294254
82654,157350
82654,131631
387592,425
387592,49519
387592,278154
387592,263109
387592,22881
9836,11224
9836,127380
9836,335797
9836,270946
9836,38055
594,9738
594,639
594,1213
594,11260
594,3116
146216,657
146216,954
146216,137094
146216,667
146216,708
26123,2105
26123,272693
26123,10625
26123,449176
26123,11887
6477,920
6477,10191
6477,364689
6477,6575
6477,525
170522,9564
170522,11047
170522,9318
170522,480896
5174,794
5174,10768
5174,806
5174,1250
5174,26389
463053,376660
463053,364689
463053,62211
463053,188222
463053,1267
50647,10654
50647,13
50647,345
50647,171274
50647,1907
390059,712
390059,11003
390059,11861
390059,9738
390059,22
507143,10625
507143,89185
507143,272693
507143,4951
507143,449176
10661,612
10661,433627
10661,8885
10661,8850
10661,67
227159,8067
227159,1571
227159,483
227159,562
227159,1701
87567,150117
87567,225886
87567,49524
87567,13
87567,93456
107985,14161
107985,274855
107985,475210
107985,109414
107985,18
252838,6557
252838,712
252838,50124
252838,193893
252838,24
508444,197
508444,62177
508444,8009
508444,279
508444,627
1267,87101
1267,673
1267,62211
1267,376660
1267,41154
371638,8966
371638,424
371638,769
371638,222935
371638,425336
634,10735
634,1581
634,14
634,927
634,112160
137116,585
137116,20352
137116,62211
137116,150540
137116,1124
346648,411
346648,278927
346648,2454
346648,281957
346648,12155
9870,652
9870,271718
9870,676
9870,11544
9870,1824
10204,707
10204,657
10204,253
10204,646
10204,954
436931,81
436931,128
436931,601
436931,129
436931,372058
43347,1024
43347,24420
43347,13
43347,38
43347,862
447365,141052
447365,49521
447365,209112
447365,297762
447365,1924
38408,11224
38408,37135
38408,9592
38408,2176
38408,409617
80321,10527
80321,10258
80321,270946
80321,9836
80321,953
232672,225886
232672,38
232672,11224
232672,9732
232672,13
392,8204
392,745
392,601
392,425
392,13
227973,49521
227973,209112
227973,99861
227973,141052
227973,297762
8920,16859
8920,3049
8920,10137
8920,9513
8920,15370
523849,578
523849,345940
523849,8914
523849,579
523849,403119
342473,10545
342473,20352
342473,9325
342473,11224
342473,196867
15157,407655
15157,449176
15157,11247
15157,11887
15157,10947
5559,744
5559,325133
5559,363676
5559,676
5559,813
116745,403119
116745,578
116745,1907
116745,8914
116745,492336
416477,772
416477,429200
416477,241239
416477,9946
416477,2064
4523,10882
4523,10020
4523,224141
4523,408
4523,808
4257,620
4257,11544
4257,91586
4257,416234
4257,201085
296099,11153
296099,19908
296099,135397
296099,329
296099,306
431530,11395
431530,13673
431530,8871
431530,10147
431530,9279
4248,22705
4248,106646
4248,10246
4248,112160
4248,2770
6795,157336
6795,602
6795,348
6795,126889
6795,228161
2976,6477
2976,313369
2976,525
2976,409447
2976,4688
419680,11395
419680,13673
419680,8871
419680,10147
419680,9279
332210,400579
332210,810
332210,458737
332210,381283
332210,447332
353070,755
353070,1969
353070,500919
353070,10623
353070,416160
